-181.636, 65.801, 2.931,  6.256
-181.625, 65.605, 2.950,  6.323
-181.616, 65.407, 2.969,  6.390
-181.607, 65.209, 2.989,  6.457
-181.597, 65.009, 3.009,  6.524
-181.587, 64.808, 3.029,  6.591
-181.578, 64.605, 3.049,  6.658
-181.570, 64.401, 3.069,  6.725
-181.561, 64.195, 3.090,  6.792
-181.554, 63.989, 3.110,  6.859
-181.546, 63.780, 3.131,  6.926
-181.539, 63.571, 3.152,  6.993
-181.533, 63.360, 3.173,  7.060
-181.527, 63.147, 3.194,  7.127
-181.521, 62.933, 3.215,  7.194
-181.516, 62.718, 3.237,  7.261
-181.512, 62.501, 3.259,  7.328
-181.507, 62.283, 3.280,  7.395
-181.504, 62.063, 3.302,  7.462
-181.498, 61.842, 3.325,  7.529
-181.492, 61.620, 3.347,  7.596
-181.486, 61.396, 3.369,  7.663
-181.480, 61.170, 3.392,  7.730
-181.474, 60.943, 3.414,  7.797
-181.469, 60.715, 3.437,  7.864
-181.464, 60.485, 3.460,  7.931
-181.459, 60.253, 3.483,  7.998
-181.454, 60.020, 3.506,  8.065
-181.450, 59.785, 3.530,  8.132
-181.446, 59.549, 3.553,  8.199
-181.442, 59.311, 3.577,  8.266
-181.439, 59.072, 3.601,  8.333
-181.436, 58.830, 3.625,  8.400
-181.433, 58.588, 3.649,  8.467
-181.431, 58.343, 3.674,  8.534
-181.429, 58.097, 3.698,  8.601
-181.427, 57.850, 3.723,  8.668
-181.425, 57.601, 3.748,  8.735
-181.424, 57.350, 3.773,  8.802
-181.423, 57.097, 3.798,  8.869
-181.423, 56.843, 3.824,  8.936
-181.423, 56.587, 3.849,  9.003
-181.423, 56.329, 3.875,  9.070
-181.420, 56.070, 3.901,  9.137
-181.417, 55.808, 3.926,  9.204
-181.414, 55.546, 3.952,  9.271
-181.413, 55.281, 3.978,  9.338
-181.411, 55.015, 4.003,  9.405
-181.408, 54.747, 4.030,  9.472
-181.408, 54.477, 4.056,  9.539
-181.406, 54.206, 4.082,  9.606
-181.403, 53.932, 4.109,  9.673
-181.401, 53.657, 4.136,  9.740
-181.401, 53.380, 4.163,  9.807
-181.400, 53.102, 4.191,  9.874
-181.397, 52.821, 4.218,  9.941
-181.395, 52.539, 4.246, 10.008
-181.392, 52.255, 4.274, 10.075
-181.393, 51.968, 4.302, 10.142
-181.392, 51.680, 4.331, 10.209
-181.390, 51.391, 4.359, 10.276
-181.388, 51.099, 4.388, 10.343
-181.386, 50.805, 4.417, 10.410
-181.384, 50.509, 4.446, 10.477
-181.386, 50.212, 4.475, 10.544
-181.385, 49.912, 4.505, 10.611
-181.383, 49.610, 4.535, 10.678
-181.382, 49.307, 4.565, 10.745
-181.380, 49.001, 4.595, 10.812
-181.378, 48.694, 4.626, 10.879
-181.377, 48.384, 4.657, 10.946
-181.375, 48.072, 4.687, 11.013
-181.377, 47.758, 4.718, 11.080
-181.377, 47.443, 4.749, 11.147
-181.376, 47.125, 4.781, 11.214
-181.375, 46.805, 4.813, 11.281
-181.374, 46.482, 4.845, 11.348
-181.372, 46.158, 4.877, 11.415
-181.371, 45.831, 4.910, 11.482
-181.370, 45.503, 4.942, 11.549
-181.369, 45.172, 4.975, 11.616
-181.368, 44.839, 5.008, 11.683
-181.367, 44.504, 5.041, 11.750
-181.365, 44.166, 5.075, 11.817
-181.368, 43.826, 5.106, 11.884
-181.368, 43.485, 5.118, 11.951
-181.368, 43.146, 5.089, 12.018
-181.368, 42.808, 5.073, 12.085
-181.367, 42.469, 5.079, 12.152
-181.366, 42.130, 5.110, 12.219
-181.366, 41.786, 5.165, 12.286
-181.365, 41.438, 5.243, 12.353
-181.365, 41.085, 5.336, 12.420
-181.364, 40.724, 5.432, 12.487
-181.364, 40.358, 5.522, 12.554
-181.363, 39.986, 5.595, 12.621
-181.362, 39.611, 5.648, 12.688
-181.362, 39.233, 5.681, 12.755
-181.361, 38.854, 5.698, 12.822
-181.360, 38.474, 5.704, 12.889
-181.360, 38.094, 5.705, 12.956
-181.359, 37.714, 5.707, 13.023
-181.359, 37.333, 5.716, 13.090
-181.358, 36.951, 5.734, 13.157
-181.357, 36.568, 5.765, 13.224
-181.357, 36.181, 5.808, 13.291
-181.356, 35.792, 5.864, 13.358
-181.355, 35.398, 5.927, 13.425
-181.355, 34.999, 5.994, 13.492
-181.354, 34.597, 6.060, 13.559
-181.354, 34.190, 6.120, 13.626
-181.353, 33.780, 6.170, 13.693
-181.352, 33.366, 6.211, 13.760
-181.352, 32.951, 6.243, 13.827
-181.351, 32.534, 6.270, 13.894
-181.351, 32.115, 6.294, 13.961
-181.350, 31.694, 6.318, 14.028
-181.354, 31.272, 6.346, 14.095
-181.355, 30.847, 6.381, 14.162
-181.356, 30.420, 6.422, 14.229
-181.356, 29.990, 6.470, 14.296
-181.356, 29.556, 6.524, 14.363
-181.357, 29.118, 6.582, 14.430
-181.357, 28.677, 6.640, 14.497
-181.358, 28.231, 6.696, 14.564
-181.358, 27.783, 6.747, 14.631
-181.358, 27.331, 6.791, 14.698
-181.359, 26.876, 6.829, 14.765
-181.359, 26.420, 6.865, 14.832
-181.359, 25.961, 6.899, 14.899
-181.360, 25.499, 6.935, 14.966
-181.360, 25.035, 6.974, 15.033
-181.361, 24.568, 7.018, 15.100
-181.361, 24.098, 7.066, 15.167
-181.361, 23.625, 7.119, 15.234
-181.362, 23.148, 7.174, 15.301
-181.362, 22.667, 7.229, 15.368
-181.363, 22.183, 7.284, 15.435
-181.363, 21.695, 7.336, 15.502
-181.363, 21.204, 7.385, 15.569
-181.364, 20.709, 7.432, 15.636
-181.364, 20.212, 7.477, 15.703
-181.365, 19.712, 7.522, 15.770
-181.365, 19.208, 7.567, 15.837
-181.366, 18.702, 7.613, 15.904
-181.366, 18.192, 7.662, 15.971
-181.367, 17.679, 7.712, 16.038
-181.367, 17.163, 7.764, 16.105
-181.368, 16.643, 7.818, 16.172
-181.368, 16.120, 7.872, 16.239
-181.369, 15.592, 7.927, 16.306
-181.369, 15.062, 7.983, 16.373
-181.370, 14.527, 8.038, 16.440
-181.370, 13.989, 8.092, 16.507
-181.371, 13.447, 8.146, 16.574
-181.371, 12.902, 8.199, 16.641
-181.372, 12.353, 8.253, 16.708
-181.372, 11.801, 8.306, 16.775
-181.373, 11.245, 8.361, 16.842
-181.374, 10.685, 8.415, 16.909
-181.374, 10.122, 8.471, 16.976
-181.375, 9.554, 8.528, 17.043
-181.375, 8.984, 8.585, 17.110
-181.376, 8.409, 8.644, 17.177
-181.376, 7.830, 8.702, 17.244
-181.377, 7.247, 8.761, 17.311
-181.378, 6.661, 8.821, 17.378
-181.373, 6.070, 8.880, 17.445
-181.370, 5.476, 8.939, 17.512
-181.369, 4.877, 8.999, 17.579
-181.368, 4.275, 9.059, 17.646
-181.367, 3.668, 9.119, 17.713
-181.365, 3.058, 9.180, 17.780
-181.364, 2.443, 9.241, 17.847
-181.363, 1.825, 9.302, 17.914
-181.362, 1.202, 9.364, 17.981
-181.361, 0.575, 9.427, 18.048
-181.359, -0.056, 9.490, 18.115
-181.358, -0.691, 9.554, 18.182
-181.357, -1.331, 9.618, 18.249
-181.356, -1.975, 9.683, 18.316
-181.355, -2.623, 9.748, 18.383
-181.353, -3.276, 9.813, 18.450
-181.352, -3.933, 9.879, 18.517
-181.351, -4.594, 9.945, 18.584
-181.350, -5.260, 10.012, 18.651
-181.348, -5.930, 10.079, 18.718
-181.347, -6.605, 10.146, 18.785
-181.346, -7.284, 10.214, 18.852
-181.345, -7.968, 10.282, 18.919
-181.344, -8.657, 10.351, 18.986
-181.342, -9.350, 10.420, 19.053
-181.335, -10.047, 10.489, 19.120
-181.330, -10.749, 10.560, 19.187
-181.326, -11.456, 10.631, 19.254
-181.323, -12.168, 10.702, 19.321
-181.319, -12.885, 10.774, 19.388
-181.315, -13.606, 10.847, 19.455
-181.311, -14.332, 10.920, 19.522
-181.307, -15.063, 10.993, 19.589
-181.304, -15.799, 11.067, 19.656
-181.300, -16.540, 11.141, 19.723
-181.296, -17.286, 11.215, 19.790
-181.292, -18.037, 11.290, 19.857
-181.288, -18.792, 11.365, 19.924
-181.284, -19.553, 11.441, 19.991
-181.280, -20.319, 11.518, 20.058
-181.276, -21.090, 11.596, 20.125
-181.272, -21.867, 11.674, 20.192
-181.268, -22.648, 11.754, 20.259
-181.264, -23.435, 11.834, 20.326
-181.260, -24.228, 11.914, 20.393
-181.256, -25.025, 11.996, 20.460
-181.252, -25.828, 12.077, 20.527
-181.248, -26.637, 12.159, 20.594
-181.244, -27.451, 12.241, 20.661
-181.240, -28.271, 12.323, 20.728
-181.236, -29.096, 12.405, 20.795
-181.232, -29.926, 12.488, 20.862
-181.228, -30.762, 12.572, 20.929
-181.224, -31.604, 12.656, 20.996
-181.220, -32.451, 12.741, 21.063
-181.216, -33.304, 12.826, 21.130
-181.211, -34.163, 12.913, 21.197
-181.207, -35.027, 13.000, 21.264
-181.203, -35.898, 13.088, 21.331
-181.199, -36.774, 13.177, 21.398
-181.195, -37.656, 13.266, 21.465
-181.190, -38.544, 13.356, 21.532
-181.186, -39.438, 13.446, 21.599
-181.182, -40.339, 13.536, 21.666
-181.178, -41.245, 13.627, 21.733
-181.174, -42.157, 13.718, 21.800
-181.169, -43.075, 13.809, 21.867
-181.165, -44.000, 13.902, 21.934
-181.161, -44.931, 13.995, 22.001
-181.157, -45.868, 14.088, 22.068
-181.152, -46.811, 14.183, 22.135
-181.148, -47.760, 14.278, 22.202
-181.144, -48.716, 14.374, 22.269
-181.139, -49.679, 14.471, 22.336
-181.135, -50.647, 14.569, 22.403
-181.131, -51.623, 14.667, 22.470
-181.126, -52.605, 14.766, 22.537
-181.122, -53.593, 14.865, 22.604
-181.118, -54.589, 14.965, 22.671
-181.113, -55.590, 15.065, 22.738
-181.109, -56.599, 15.166, 22.805
-181.105, -57.614, 15.268, 22.872
-181.100, -58.637, 15.370, 22.939
-181.096, -59.666, 15.473, 23.006
-181.092, -60.701, 15.576, 23.073
-181.087, -61.744, 15.681, 23.140
-181.083, -62.794, 15.786, 23.207
-181.079, -63.851, 15.891, 23.274
-181.075, -64.915, 15.998, 23.341
-181.070, -65.986, 16.106, 23.408
-181.066, -67.064, 16.214, 23.475
-181.062, -68.150, 16.323, 23.542
-181.051, -69.243, 16.432, 23.609
-181.041, -70.343, 16.543, 23.676
-181.032, -71.450, 16.654, 23.743
-181.023, -72.565, 16.766, 23.810
-181.013, -73.688, 16.879, 23.877
-181.004, -74.818, 16.992, 23.944
-180.994, -75.955, 17.106, 24.011
-180.984, -77.100, 17.221, 24.078
-180.974, -78.253, 17.336, 24.145
-180.964, -79.414, 17.452, 24.212
-180.953, -80.582, 17.568, 24.279
-180.943, -81.758, 17.686, 24.346
-180.933, -82.942, 17.804, 24.413
-180.922, -84.134, 17.923, 24.480
-180.912, -85.334, 18.043, 24.547
-180.901, -86.542, 18.164, 24.614
-180.891, -87.758, 18.286, 24.681
-180.880, -88.982, 18.399, 24.748
-180.870, -90.212, 18.479, 24.815
-180.859, -91.445, 18.502, 24.882
-180.849, -92.675, 18.448, 24.949
-180.838, -93.899, 18.321, 25.016
-180.828, -95.110, 18.135, 25.083
-180.818, -96.308, 17.913, 25.150
-180.807, -97.491, 17.677, 25.217
-180.797, -98.658, 17.452, 25.284
-180.787, -99.813, 17.262, 25.351
-180.777, -100.957, 17.123, 25.418
-180.767, -102.095, 17.029, 25.485
-180.757, -103.229, 16.977, 25.552
-180.748, -104.361, 16.961, 25.619
-180.738, -105.493, 16.977, 25.686
-180.728, -106.627, 17.017, 25.753
-180.718, -107.765, 17.078, 25.820
-180.708, -108.908, 17.156, 25.887
-180.698, -110.056, 17.243, 25.954
-180.687, -111.209, 17.316, 26.021
-180.677, -112.366, 17.354, 26.088
-180.667, -113.522, 17.337, 26.155
-180.657, -114.674, 17.258, 26.222
-180.647, -115.818, 17.126, 26.289
-180.637, -116.952, 16.954, 26.356
-180.627, -118.072, 16.761, 26.423
-180.618, -119.181, 16.568, 26.490
-180.608, -120.277, 16.395, 26.557
-180.598, -121.364, 16.261, 26.624
-180.589, -122.444, 16.174, 26.691
-180.579, -123.521, 16.131, 26.758
-180.569, -124.597, 16.125, 26.825
-180.560, -125.674, 16.151, 26.892
-180.550, -126.753, 16.201, 26.959
-180.541, -127.837, 16.267, 27.026
-180.531, -128.925, 16.329, 27.093
-180.521, -130.016, 16.367, 27.160
-180.511, -131.107, 16.365, 27.227
-180.502, -132.196, 16.312, 27.294
-180.492, -133.279, 16.211, 27.361
-180.483, -134.353, 16.073, 27.428
-180.473, -135.416, 15.912, 27.495
-180.464, -136.469, 15.745, 27.562
-180.454, -137.512, 15.591, 27.629
-180.445, -138.545, 15.465, 27.696
-180.436, -139.572, 15.379, 27.763
-180.426, -140.596, 15.339, 27.830
-180.417, -141.619, 15.338, 27.897
-180.408, -142.644, 15.368, 27.964
-180.398, -143.671, 15.418, 28.031
-180.389, -144.702, 15.469, 28.098
-180.380, -145.736, 15.504, 28.165
-180.370, -146.770, 15.507, 28.232
-180.361, -147.802, 15.468, 28.299
-180.352, -148.829, 15.388, 28.366
-180.342, -149.850, 15.273, 28.433
-180.333, -150.861, 15.136, 28.500
-180.324, -151.863, 14.991, 28.567
-180.315, -152.856, 14.854, 28.634
-180.306, -153.841, 14.737, 28.701
-180.297, -154.820, 14.654, 28.768
-180.288, -155.795, 14.609, 28.835
-180.279, -156.769, 14.601, 28.902
-180.270, -157.744, 14.623, 28.969
-180.261, -158.721, 14.659, 29.036
-180.252, -159.701, 14.695, 29.103
-180.243, -160.682, 14.715, 29.170
-180.234, -161.663, 14.708, 29.237
-180.225, -162.642, 14.667, 29.304
-180.216, -163.616, 14.592, 29.371
-180.207, -164.584, 14.489, 29.438
-180.199, -165.544, 14.370, 29.505
-180.190, -166.496, 14.246, 29.572
-180.181, -167.440, 14.130, 29.639
-180.172, -168.378, 14.034, 29.706
-180.164, -169.311, 13.964, 29.773
-180.155, -170.240, 13.926, 29.840
-180.146, -171.168, 13.916, 29.907
-180.138, -172.097, 13.928, 29.974
-180.123, -173.027, 13.949, 30.041
-180.109, -173.958, 13.967, 30.108
-180.097, -174.890, 13.972, 30.175
-180.084, -175.821, 13.953, 30.242
-180.071, -176.749, 13.908, 30.309
-180.059, -177.673, 13.837, 30.376
-180.046, -178.591, 13.747, 30.443
-180.034, -179.503, 13.645, 30.510
-180.021, -180.407, 13.542, 30.577
-180.009, -181.306, 13.448, 30.644
-179.996, -182.199, 13.370, 30.711
-179.984, -183.087, 13.314, 30.778
-179.971, -183.974, 13.281, 30.845
-179.959, -184.859, 13.269, 30.912
-179.940, -185.744, 13.270, 30.979
-179.923, -186.629, 13.276, 31.046
-179.907, -187.514, 13.278, 31.113
-179.891, -188.399, 13.268, 31.180
-179.875, -189.283, 13.239, 31.247
-179.859, -190.163, 13.190, 31.314
-179.837, -191.039, 13.124, 31.381
-179.810, -191.910, 13.046, 31.448
-179.780, -192.775, 12.961, 31.515
-179.740, -193.635, 12.877, 31.582
-179.692, -194.488, 12.801, 31.649
-179.632, -195.337, 12.738, 31.716
-179.560, -196.181, 12.692, 31.783
-179.473, -197.022, 12.660, 31.850
-179.371, -197.860, 12.652, 31.917
-179.256, -198.697, 12.679, 31.984
-179.121, -199.535, 12.735, 32.051
-178.972, -200.375, 12.821, 32.118
-178.810, -201.220, 12.926, 32.185
-178.632, -202.069, 13.048, 32.252
-178.439, -202.923, 13.182, 32.319
-178.229, -203.784, 13.328, 32.386
-178.002, -204.650, 13.481, 32.453
-177.758, -205.522, 13.642, 32.520
-177.496, -206.400, 13.805, 32.587
-177.221, -207.286, 13.967, 32.654
-176.932, -208.177, 14.111, 32.721
-176.628, -209.073, 14.233, 32.788
-176.310, -209.970, 14.327, 32.855
-175.977, -210.868, 14.393, 32.922
-175.636, -211.766, 14.439, 32.989
-175.285, -212.663, 14.471, 33.056
-174.926, -213.559, 14.499, 33.123
-174.556, -214.453, 14.536, 33.190
-174.172, -215.344, 14.589, 33.257
-173.777, -216.236, 14.666, 33.324
-173.372, -217.130, 14.762, 33.391
-172.955, -218.027, 14.872, 33.458
-172.527, -218.927, 14.995, 33.525
-172.087, -219.831, 15.128, 33.592
-171.639, -220.742, 15.271, 33.659
-171.182, -221.659, 15.421, 33.726
-170.717, -222.583, 15.575, 33.793
-170.241, -223.513, 15.724, 33.860
-169.752, -224.447, 15.860, 33.927
-169.253, -225.385, 15.982, 33.994
-168.748, -226.328, 16.085, 34.061
-168.235, -227.273, 16.170, 34.128
-167.714, -228.220, 16.239, 34.195
-167.187, -229.168, 16.300, 34.262
-166.652, -230.116, 16.360, 34.329
-166.110, -231.066, 16.427, 34.396
-165.561, -232.017, 16.508, 34.463
-165.004, -232.970, 16.603, 34.530
-164.439, -233.927, 16.710, 34.597
-163.864, -234.887, 16.828, 34.664
-163.281, -235.852, 16.954, 34.731
-162.693, -236.824, 17.088, 34.798
-162.100, -237.804, 17.228, 34.865
-161.502, -238.792, 17.374, 34.932
-160.897, -239.787, 17.524, 34.999
-160.287, -240.791, 17.676, 35.066
-159.665, -241.800, 17.824, 35.133
-159.039, -242.817, 17.966, 35.200
-158.408, -243.842, 18.097, 35.267
-157.773, -244.873, 18.215, 35.334
-157.129, -245.908, 18.319, 35.401
-156.481, -246.947, 18.413, 35.468
-155.830, -247.992, 18.502, 35.535
-155.177, -249.042, 18.590, 35.602
-154.519, -250.097, 18.682, 35.669
-153.858, -251.157, 18.783, 35.736
-153.193, -252.224, 18.893, 35.803
-152.523, -253.296, 19.009, 35.870
-151.854, -254.379, 19.131, 35.937
-151.187, -255.472, 19.250, 36.004
-150.520, -256.573, 19.341, 36.071
-149.857, -257.681, 19.377, 36.138
-149.200, -258.791, 19.342, 36.205
-148.552, -259.899, 19.233, 36.272
-147.914, -261.001, 19.063, 36.339
-147.295, -262.099, 18.853, 36.406
-146.694, -263.190, 18.627, 36.473
-146.116, -264.277, 18.409, 36.540
-145.561, -265.362, 18.222, 36.607
-145.026, -266.445, 18.080, 36.674
-144.512, -267.530, 17.980, 36.741
-144.016, -268.619, 17.916, 36.808
-143.540, -269.713, 17.885, 36.875
-143.082, -270.814, 17.882, 36.942
-142.642, -271.923, 17.902, 37.009
-142.215, -273.040, 17.946, 37.076
-141.800, -274.165, 18.007, 37.143
-141.398, -275.300, 18.083, 37.210
-141.009, -276.446, 18.173, 37.277
-140.632, -277.602, 18.273, 37.344
-140.267, -278.769, 18.383, 37.411
-139.914, -279.948, 18.501, 37.478
-139.573, -281.139, 18.625, 37.545
-139.243, -282.342, 18.754, 37.612
-138.925, -283.557, 18.888, 37.679
-138.618, -284.784, 19.026, 37.746
-138.323, -286.024, 19.167, 37.813
-138.035, -287.274, 19.304, 37.880
-137.753, -288.535, 19.409, 37.947
-137.480, -289.801, 19.447, 38.014
-137.222, -291.069, 19.394, 38.081
-136.981, -292.331, 19.249, 38.148
-136.757, -293.583, 19.028, 38.215
-136.549, -294.820, 18.758, 38.282
-136.358, -296.042, 18.464, 38.349
-136.184, -297.246, 18.175, 38.416
-136.021, -298.434, 17.918, 38.483
-135.869, -299.609, 17.713, 38.550
-135.728, -300.775, 17.558, 38.617
-135.602, -301.934, 17.447, 38.684
-135.492, -303.090, 17.378, 38.751
-135.389, -304.243, 17.346, 38.818
-135.293, -305.396, 17.346, 38.885
-135.211, -306.552, 17.370, 38.952
-135.141, -307.710, 17.416, 39.019
-135.084, -308.873, 17.481, 39.086
-135.039, -310.042, 17.561, 39.153
-135.000, -311.217, 17.656, 39.220
-134.967, -312.398, 17.757, 39.287
-134.947, -313.586, 17.846, 39.354
-134.941, -314.778, 17.897, 39.421
-134.948, -315.971, 17.890, 39.488
-134.967, -317.160, 17.813, 39.555
-134.998, -318.340, 17.671, 39.622
-135.042, -319.507, 17.480, 39.689
-135.098, -320.660, 17.259, 39.756
-135.167, -321.798, 17.033, 39.823
-135.247, -322.920, 16.822, 39.890
-135.339, -324.030, 16.649, 39.957
-135.443, -325.129, 16.526, 40.024
-135.559, -326.221, 16.447, 40.091
-135.687, -327.309, 16.409, 40.158
-135.827, -328.395, 16.405, 40.225
-135.979, -329.479, 16.430, 40.292
-136.144, -330.565, 16.479, 40.359
-136.320, -331.653, 16.547, 40.426
-136.509, -332.744, 16.625, 40.493
-136.716, -333.836, 16.688, 40.560
-136.940, -334.928, 16.720, 40.627
-137.180, -336.015, 16.705, 40.694
-137.436, -337.096, 16.634, 40.761
-137.705, -338.165, 16.513, 40.828
-137.989, -339.221, 16.354, 40.895
-138.286, -340.260, 16.174, 40.962
-138.595, -341.284, 15.991, 41.029
-138.918, -342.291, 15.824, 41.096
-139.254, -343.284, 15.691, 41.163
-139.604, -344.265, 15.602, 41.230
-139.968, -345.237, 15.555, 41.297
-140.348, -346.202, 15.546, 41.364
-140.747, -347.160, 15.564, 41.431
-141.166, -348.112, 15.607, 41.498
-141.606, -349.058, 15.665, 41.565
-142.064, -349.999, 15.718, 41.632
-142.538, -350.936, 15.753, 41.699
-143.025, -351.866, 15.757, 41.766
-143.522, -352.790, 15.743, 41.833
-144.029, -353.708, 15.728, 41.900
-144.541, -354.623, 15.734, 41.967
-145.060, -355.536, 15.768, 42.034
-145.582, -356.451, 15.828, 42.101
-146.108, -357.370, 15.908, 42.168
-146.638, -358.294, 16.004, 42.235
-147.174, -359.222, 16.114, 42.302
-147.715, -360.157, 16.234, 42.369
-148.260, -361.099, 16.364, 42.436
-148.811, -362.048, 16.502, 42.503
-149.366, -363.005, 16.645, 42.570
-149.927, -363.970, 16.794, 42.637
-150.492, -364.944, 16.948, 42.704
-151.063, -365.927, 17.105, 42.771
-151.639, -366.919, 17.264, 42.838
-152.221, -367.921, 17.427, 42.905
-152.807, -368.932, 17.591, 42.972
-153.400, -369.952, 17.757, 43.039
-153.998, -370.982, 17.924, 43.106
-154.601, -372.022, 18.087, 43.173
-155.210, -373.070, 18.239, 43.240
-155.823, -374.127, 18.376, 43.307
-156.441, -375.190, 18.493, 43.374
-157.062, -376.260, 18.591, 43.441
-157.680, -377.337, 18.670, 43.508
-158.296, -378.422, 18.740, 43.575
-158.914, -379.510, 18.807, 43.642
-159.535, -380.602, 18.880, 43.709
-160.159, -381.700, 18.966, 43.776
-160.785, -382.803, 19.061, 43.843
-161.414, -383.912, 19.166, 43.910
-162.041, -385.031, 19.277, 43.977
-162.666, -386.159, 19.395, 44.044
-163.295, -387.295, 19.519, 44.111
-163.928, -388.438, 19.648, 44.178
-164.565, -389.589, 19.782, 44.245
-165.201, -390.752, 19.917, 44.312
-165.835, -391.925, 20.056, 44.379
-166.467, -393.110, 20.197, 44.446
-167.104, -394.303, 20.341, 44.513
-167.745, -395.505, 20.486, 44.580
-168.384, -396.719, 20.632, 44.647
-169.021, -397.946, 20.779, 44.714
-169.656, -399.184, 20.927, 44.781
-170.289, -400.434, 21.075, 44.848
-170.920, -401.696, 21.224, 44.915
-171.554, -402.968, 21.374, 44.982
-172.192, -404.250, 21.515, 45.049
-172.825, -405.541, 21.615, 45.116
-173.451, -406.840, 21.643, 45.183
-174.069, -408.140, 21.575, 45.250
-174.676, -409.435, 21.413, 45.317
-175.270, -410.720, 21.178, 45.384
-175.848, -411.992, 20.895, 45.451
-176.411, -413.250, 20.591, 45.518
-176.957, -414.494, 20.295, 45.585
-177.488, -415.725, 20.034, 45.652
-178.004, -416.946, 19.821, 45.719
-178.513, -418.157, 19.652, 45.786
-179.016, -419.361, 19.524, 45.853
-179.508, -420.563, 19.435, 45.920
-179.990, -421.764, 19.379, 45.987
-180.463, -422.966, 19.354, 46.054
-180.929, -424.170, 19.356, 46.121
-181.388, -425.378, 19.380, 46.188
-181.841, -426.591, 19.422, 46.255
-182.283, -427.811, 19.478, 46.322
-182.713, -429.040, 19.547, 46.389
-183.132, -430.278, 19.627, 46.456
-183.541, -431.526, 19.717, 46.523
-183.938, -432.783, 19.814, 46.590
-184.324, -434.052, 19.917, 46.657
-184.697, -435.331, 20.027, 46.724
-185.059, -436.621, 20.142, 46.791
