Column1,Column2,Column3
-210.6164012,-623.6095561,17.22997976
-210.6555078,-624.6273923,17.17927774
-210.6921414,-625.6368146,17.12899885
-210.7262827,-626.6376966,17.07914916
-210.7592901,-627.6748052,17.02749907
-210.7895303,-628.7022974,16.97633164
-210.8169812,-629.7200293,16.92565378
-210.8416209,-630.7278565,16.87547237
-210.8643108,-631.7687865,16.82364589
-210.8838906,-632.7986111,16.77237525
-210.9003352,-633.8171664,16.72166821
-210.9136197,-634.8242888,16.67153252
-210.9240703,-635.8610405,16.61992371
-210.9310363,-636.8850237,16.56895192
-210.9344895,-637.8960532,16.51862581
-210.934324,-638.9335837,16.46698085
-210.9302967,-639.9566949,16.41605325
-210.9223755,-640.9651787,16.3658526
-210.9099942,-641.9967449,16.31450084
-210.8933439,-643.0120789,16.26395396
-210.8715297,-644.0476234,16.21239642
-210.8450462,-645.0652002,16.16172755
-210.812652,-646.0998998,16.11019828
-210.7751623,-647.1147573,16.05964746
-210.7309706,-648.143422,16.00839659
-210.6812296,-649.1502234,15.95822011
-210.6239488,-650.1672763,15.90751423
-210.5584931,-651.1919178,15.85640689
-210.486551,-652.1905553,15.80656908
-210.4055042,-653.1927535,15.75652
-210.3146519,-654.1955151,15.70640128
-210.2132613,-655.1956844,15.65636089
-210.1005676,-656.1899414,15.60655307
-209.9722722,-657.2008865,15.55582785
-209.8305229,-658.1965988,15.50576476
-209.6703801,-659.196913,15.45533827
-209.4900411,-660.1939827,15.40490205
-209.2944187,-661.179156,15.35490586
-209.0923043,-662.1754263,15.30430449
-208.8866277,-663.1697879,15.25376062
-208.6772423,-664.1620477,15.2032814
-208.4640019,-665.1520127,15.15287388
-208.2467602,-666.1394901,15.10254498
-208.0253708,-667.1242869,15.05230152
-207.7996874,-668.1062102,15.00215015
-207.5695638,-669.085067,14.95209741
-207.3348535,-670.0606644,14.90214969
-207.0954102,-671.0328094,14.85231321
-206.8469038,-672.0176918,14.8017524
-206.5931974,-672.9986014,14.75131913
-206.3341371,-673.9753353,14.70101939
-206.0695691,-674.9476905,14.65085902
-205.7993395,-675.9154641,14.60084362
-205.5232943,-676.8784532,14.55097856
-205.2365281,-677.8523782,14.50044187
-204.9434301,-678.8209349,14.45007108
-204.6438387,-679.7839101,14.39987107
-204.337592,-680.7410905,14.34984646
-204.0245285,-681.6922629,14.30000157
-203.6991808,-682.6526521,14.24952782
-203.3664539,-683.6063905,14.19924773
-203.0261782,-684.5532543,14.14916478
-202.6781838,-685.4930196,14.09928209
-202.3164953,-686.4404405,14.04880279
-201.9464837,-687.380066,13.99853549
-201.5679708,-688.3116612,13.94848216
-201.1807785,-689.234991,13.89864427
-200.7783697,-690.1642721,13.8482369
-200.3666331,-691.0845347,13.79805334
-199.945382,-691.9955326,13.74809345
-199.5076181,-692.9110285,13.69758115
-199.0596516,-693.816456,13.64729739
-198.601287,-694.7115569,13.59724004
-198.1323286,-695.5960734,13.54740624
-197.6451148,-696.4831025,13.49703078
-197.1465721,-697.358683,13.44687745
-196.6364958,-698.2225446,13.39694075
-196.1066834,-699.0872308,13.34646247
-195.5645598,-699.9392796,13.29619319
-195.0099108,-700.7784084,13.24612424
-194.4425222,-701.6043346,13.1962459
-193.8534184,-702.428798,13.14580691
-193.2507472,-703.2390754,13.09554066
-192.6342843,-704.0348713,13.0454335
-192.0038058,-704.8158904,12.99547053
-191.3590877,-705.5818373,12.94563562
-190.6901031,-706.3433384,12.89518089
-190.0059923,-707.0887079,12.84482055
-189.3065212,-707.8176372,12.79453371
-188.5914558,-708.5298178,12.7442981
-187.860562,-709.224941,12.69409005
-187.1136059,-709.9026982,12.64388456
-186.3503533,-710.5627808,12.59365526
-185.5705702,-711.2048802,12.54337445
-184.7740226,-711.8286878,12.49301311
-183.9604763,-712.4338949,12.44254098
-183.141862,-713.0118324,12.39266121
-182.3062868,-713.5711096,12.34261196
-181.4535268,-714.1114311,12.29236088
-180.5833581,-714.6325014,12.24187463
-179.7087413,-715.126793,12.19186743
-178.8167921,-715.6018262,12.14156502
-177.921001,-716.0506651,12.09169129
-177.0079783,-716.4802719,12.04146424
-176.0917483,-716.8843098,11.99161968
-175.1584106,-717.269174,11.94136632
-174.2225269,-717.6291331,11.89145408
-173.2696814,-717.9700076,11.84108079
-172.3149765,-718.286677,11.79101262
-171.3434765,-718.5843801,11.7404349
-170.370827,-718.8586124,11.69013199
-169.3976576,-719.1100552,11.64009993
-168.4082495,-719.3430665,11.58950302
-167.4190629,-719.5540704,11.53915672
-166.4307409,-719.7437709,11.48906319
-165.4391442,-719.9103415,11.43901312
-164.4410047,-720.0395331,11.45712932
-163.4361273,-720.1312885,11.55803511
-162.4365135,-720.1869369,11.65815126
-161.4336063,-720.2092328,11.75846676
-160.428848,-720.1997773,11.85894704
-159.4236125,-720.1601244,11.95954876
-158.4192075,-720.091782,12.0602215
-157.4168758,-719.9962133,12.16090925
-156.4177971,-719.8748367,12.26155172
-155.4230894,-719.729028,12.36208548
-154.4338108,-719.5601203,12.46244493
-153.4509611,-719.3694053,12.56256314
-152.4642521,-719.1555762,12.6635244
-151.4857428,-718.9219014,12.7641268
-150.5162942,-718.669577,12.86430155
-149.545419,-718.3964673,12.96515727
-148.58516,-718.106525,13.065465
-147.6249534,-717.7971034,13.16634802
-146.6767983,-717.4725868,13.26656325
-145.7300901,-717.1298435,13.29890413
-144.7855226,-716.7692695,13.25486453
-143.8549813,-716.395862,13.21119009
-142.9278766,-716.0058146,13.16737859
-142.0048777,-715.5995094,13.12345139
-141.0866539,-715.1773285,13.0794301
-140.1848367,-714.7450179,13.03586818
-139.2889789,-714.2979532,12.99225705
-138.3997257,-713.8365029,12.94861808
-137.5177225,-713.3610354,12.90497279
-136.6436146,-712.8719192,12.8613427
-135.7780474,-712.3695228,12.81774939
-134.911282,-711.8478521,12.77368393
-134.0545973,-711.3133348,12.72970047
-133.2086626,-710.766353,12.68582115
-132.3741471,-710.2072889,12.64206797
-131.5517201,-709.6365244,12.5984627
-130.7323763,-709.0473613,12.55450469
-129.9267932,-708.4470016,12.51074225
-129.1263363,-707.8285024,12.46668002
-128.3413988,-707.1993544,12.42286215
-127.5637555,-706.5523866,12.37879941
-126.8034794,-705.8953631,12.33503038
-126.0527944,-705.2209023,12.29107264
-125.3214154,-704.5370257,12.24745771
-124.6020569,-703.836159,12.20371055
-123.8962306,-703.1184524,12.1598637
-123.2055113,-702.3840842,12.1159499
-122.5315389,-701.6332613,12.0720019
-121.8760195,-700.8662208,12.02805211
-121.2407272,-700.0832303,11.98413226
-120.6275059,-699.2845891,11.94027297
-120.0382706,-698.4706292,11.89650331
-119.4750094,-697.6417159,11.85285016
-118.9344482,-696.7895247,11.80889218
-118.4248097,-695.9231101,11.76510785
-117.9483566,-695.042962,11.86519122
-117.4995164,-694.1449218,11.96558712
-117.0717001,-693.226669,12.06688939
-116.6656859,-692.2906725,12.16891571
-116.2894528,-691.3586194,12.26942812
-115.9334289,-690.4101934,12.37073285
-115.5973003,-689.4456868,12.47287273
-115.2877324,-688.4878443,12.57353526
-114.9965733,-687.5151955,12.67506453
-114.7296764,-686.5511338,12.77509697
-114.4797897,-685.5734607,12.87600723
-114.2466403,-684.5824303,12.97781587
-114.0349252,-683.602355,13.07808405
-113.838646,-682.6100294,13.17923916
-113.6575487,-681.60569,13.28129277
-113.4952568,-680.6144946,13.38173215
-113.346938,-679.6123087,13.48304232
-113.2123564,-678.5993518,13.58522813
-113.0941407,-677.601558,13.68570536
-112.9885415,-676.5939371,13.78701929
-112.8953401,-675.5766925,13.88916981
-112.8162453,-674.5764686,13.98950445
-112.7485111,-673.5674895,14.09062945
-112.6919356,-672.5499436,14.1925412
-112.6463165,-671.524019,14.29523504
-112.6122331,-670.5172208,14.39597254
-112.5881589,-669.5028312,14.49744006
-112.5739074,-668.481024,14.59963071
-112.5692915,-667.4798788,14.69974629
-112.5736259,-666.472036,14.8005315
-112.5867388,-665.4576557,14.90197802
-112.6084584,-664.4368977,15.00407692
-112.6386127,-663.4099222,15.10681873
-112.6758526,-662.4056649,15.20731348
-112.7207449,-661.3958289,15.30839682
-112.7731316,-660.3805614,15.41005863
-112.8328547,-659.3600093,15.51228844
-112.8997563,-658.3343197,15.61507535
-112.9714704,-657.3331556,15.71544828
-113.0496648,-656.327417,15.81632566
-113.1341949,-655.3172387,15.91769655
-113.2249157,-654.3027554,16.01954971
-113.3216826,-653.284102,16.12187363
-113.4243507,-652.2614132,16.22465656
-113.5295055,-651.2650721,16.32484404
-113.6399507,-650.2651799,16.42544139
-113.755554,-649.2618597,16.52643721
-113.8761831,-648.2552348,16.6278199
-114.0017054,-647.2454284,16.72957769
-114.1319887,-646.2325639,16.83169861
-114.2669007,-645.2167644,16.93417055
-114.4063088,-644.1981533,17.03698121
-114.5456611,-643.2078406,17.13698813
-114.6889962,-642.2151122,17.2372904
-114.8361932,-641.2200807,17.33787641
-114.9871314,-640.2228584,17.43873447
-115.1416903,-639.2235577,17.53985273
-115.2997489,-638.222291,17.64121928
-115.4611868,-637.2191706,17.74282207
-115.6258831,-636.2143089,17.84464897
-115.7937171,-635.2078184,17.94668775
-115.9645682,-634.1998115,18.04892611
-116.1383156,-633.1904004,18.15135164
-116.3148387,-632.1796976,18.25395186
-116.4940168,-631.1678155,18.35671421
-116.6757291,-630.1548665,18.45962607
-116.8598549,-629.1409629,18.56267474
-117.0462735,-628.1262172,18.61722591
-117.2289392,-627.1424852,18.56906354
-117.4135336,-626.1581705,18.52085655
-117.5999471,-625.1733752,18.47261062
-117.7880699,-624.1882017,18.42433144
-117.9777922,-623.2027519,18.37602469
-118.1690043,-622.2171281,18.32769612
-118.3615965,-621.2314326,18.27935146
-118.5554591,-620.2457673,18.23099646
-118.7504823,-619.2602346,18.18263692
-118.9465564,-618.2749366,18.1342786
-119.1435716,-617.2899754,18.08592733
-119.3414183,-616.3054533,18.03758891
-119.5399866,-615.3214725,17.98926917
-119.7391668,-614.338135,17.94097395
-119.9388493,-613.3555431,17.8927091
-120.1389242,-612.373799,17.84448047
-120.3392819,-611.3930048,17.79629392
-120.5398125,-610.4132627,17.74815531
-120.746877,-609.4031279,17.69852037
-120.9538882,-608.3943354,17.64894925
-121.1607254,-607.3869976,17.5994484
-121.3672679,-606.381227,17.55002429
-121.5733951,-605.3771358,17.5006834
-121.7789861,-604.3748366,17.4514322
-121.9839203,-603.3744416,17.40227713
-122.188077,-602.3760632,17.35322468
-122.3913355,-601.3798139,17.30428128
-122.5935751,-600.385806,17.2554534
-122.7946751,-599.3941519,17.20674747
-122.9945147,-598.404964,17.15816994
-123.1929734,-597.4183547,17.10972721
-123.3899304,-596.4344364,17.06142571
-123.5852649,-595.4533214,17.01327182
-123.7848766,-594.4446016,16.9637745
-123.9825023,-593.4391059,16.91444793
-124.1780094,-592.4369575,16.86529908
-124.3712656,-591.4382797,16.8163349
-124.5621385,-590.4431957,16.76756228
-124.7504959,-589.4518289,16.71898813
-124.9362052,-588.4643024,16.67061929
-125.1191341,-587.4807394,16.6224626
-125.3045584,-586.4716474,16.57307567
-125.486746,-585.4670284,16.52392854
-125.6655521,-584.4670174,16.47502856
-125.8408319,-583.4717491,16.42638301
-126.0124406,-582.4813582,16.37799916
-126.1851092,-581.4670752,16.3284732
-126.3535764,-580.4582508,16.27923995
-126.5176841,-579.4550319,16.23030715
-126.6772743,-578.4575657,16.18168243
-126.8321893,-577.4659992,16.13337336
-126.9864864,-576.452412,16.08402122
-127.1354982,-575.445382,16.03501898
-127.279053,-574.4450693,15.9863746
-127.4169788,-573.4516338,15.93809588
-127.5526894,-572.4379377,15.88886524
-127.6820858,-571.4318489,15.84003723
-127.8049815,-570.4335413,15.79161992
-127.9242361,-569.4165343,15.74232983
-128.0362349,-568.4081061,15.69348964
-128.1407758,-567.4084449,15.64510752
-128.2401009,-566.3917905,15.59593682
-128.3311389,-565.3847722,15.54726529
-128.4136714,-564.3875936,15.49910095
-128.4892557,-563.3752809,15.4502366
-128.5554272,-562.3737524,15.40192189
-128.6132374,-561.3586074,15.35297768
-128.6606567,-560.3552596,15.3046266
-128.698193,-559.3399193,15.25571877
-128.7242859,-558.3374609,15.20744806
-128.7388598,-557.3247454,15.15869492
-128.7407546,-556.3030157,15.10951283
-128.7291704,-555.2962805,15.06104939
-128.7030538,-554.282479,15.01223283
-128.6654178,-553.280821,14.96398298
-128.6224053,-552.2796489,14.91574608
-128.5742799,-551.2737614,14.86727126
-128.5214743,-550.2668758,14.81873719
-128.464422,-549.2624589,14.77031062
-128.4035562,-548.2637385,14.722147
-128.3382466,-547.2578311,14.67362467
-128.2686752,-546.2465613,14.6248311
-128.1962554,-545.2481847,14.57664695
-128.1201097,-544.2484109,14.52838244
-128.0404256,-543.2487588,14.48011053
-127.957392,-542.2506689,14.43190048
-127.8696462,-541.2379237,14.38296833
-127.7787719,-540.2289338,14.33420298
-127.684963,-539.2249606,14.28566519
-127.5884146,-538.2271954,14.23741241
-127.4874465,-537.2183227,14.18860669
-127.3839714,-536.2174741,14.14017303
-127.2761513,-535.2068812,14.09125103
-127.166062,-534.2059885,14.04278147
-127.0517068,-533.1966195,13.99388364
-126.9353251,-532.1984927,13.94551228
-126.8147612,-531.1930664,13.89676834
-126.6924175,-530.2002961,13.84861882
-126.5659794,-529.2013159,13.80014826
-126.4354118,-528.1965277,13.75137511
-126.3006791,-527.1863332,13.70231777
-126.1645109,-526.1910857,13.6539642
-126.024272,-525.1914069,13.60537245
-125.8799292,-524.1876752,13.55655977
-125.7314491,-523.1802695,13.50754338
-125.5818924,-522.1898122,13.45932625
-125.428299,-521.1965463,13.41094612
-125.2706373,-520.2008282,13.36241909
-125.1088761,-519.2030143,13.31376123
-124.9429839,-518.203461,13.26498856
-124.7729293,-517.2025246,13.21611705
-124.5986811,-516.2005616,13.16716263
-124.4202077,-515.1979283,13.1181412
-124.2374779,-514.1949812,13.06906858
-124.0504603,-513.1920765,13.01996056
-123.8591235,-512.1895708,12.97083285
-123.6634361,-511.1878203,12.92170114
-123.4633668,-510.1871814,12.87258103
-123.2588841,-509.1880106,12.82348806
-123.0499567,-508.1906642,12.7744377
-122.8365532,-507.1954987,12.72544536
-122.6186423,-506.2028703,12.67652636
-122.3961926,-505.2131355,12.62769596
-122.1691726,-504.2266506,12.57896931
-121.9375511,-503.2437721,12.53036149
-121.7012966,-502.2648564,12.48188748
-121.4603778,-501.2902597,12.43356216
-121.2147633,-500.3203385,12.38540031
-120.9592633,-499.3358125,12.33643928
-120.698808,-498.3569046,12.28767918
-120.433364,-497.3839932,12.23913532
-120.162898,-496.4174572,12.19082287
-119.8818145,-495.4385511,12.14179815
-119.595436,-494.4670735,12.09304558
-119.3037273,-493.5034265,12.04458071
-119.0066528,-492.5480118,11.99641893
-118.6981922,-491.5827559,11.94764056
-118.3840791,-490.626902,11.89920884
-118.05807,-489.6627824,11.85021856
-117.7261104,-488.7093233,11.80162068
-117.3881604,-487.7669757,11.75343104
-117.0376321,-486.8187426,11.70476802
-116.680802,-485.8829895,11.65656077
-116.3108428,-484.9432298,11.60794533
-115.9273498,-484.0007144,11.55896466
-115.5369417,-483.073188,11.51052338
-115.1324123,-482.145041,11.46178697
-114.7206206,-481.2335352,11.41364095
-114.2940991,-480.3236989,11.36527149
-113.8524029,-479.4170599,11.31672589
-113.3950746,-478.5152248,11.2680524
-112.9216445,-477.6198813,11.21929995
-112.4316301,-476.7328012,11.17051782
-111.9245359,-475.855843,11.12175529
-111.3998532,-474.990955,11.07306116
-110.8570597,-474.1401779,11.02448319
-110.2956194,-473.3056477,10.97606745
-109.7149824,-472.4895989,10.92785747
-109.1056711,-471.6829252,10.87919525
-108.4756802,-470.9005514,10.83084316
-107.8151431,-470.1347312,10.78216172
-107.1323411,-469.3997044,10.73386992
-106.4169961,-468.6892184,10.68533818
-105.6722433,-468.0109744,10.78606909
-104.9131039,-467.3592909,10.88611828
-104.1371282,-466.722904,10.98647398
-103.3448319,-466.1019529,11.08713746
-102.5367308,-465.496577,11.18810812
-101.723472,-464.9140112,11.28814675
-100.8957918,-464.3469131,11.38847894
-100.0541874,-463.795417,11.48909932
-99.19915576,-463.259657,11.59000114
-98.33119408,-462.7397673,11.69117637
-97.4617423,-462.242005,11.79136189
-96.58064156,-461.7599838,11.8917951
-95.68837077,-461.2938331,11.99246503
-94.78540885,-460.8436823,12.09335983
-93.87223472,-460.4096606,12.19446679
-92.96092175,-459.9970185,12.29450503
-92.04057846,-459.6003556,12.39472345
-91.11166605,-459.2197962,12.4951079
-90.17464568,-458.8554649,12.59564369
-89.22997854,-458.5074863,12.69631568
-88.2781258,-458.1759849,12.79710838
-87.31954864,-457.8610852,12.89800595
-86.35470825,-457.5629118,12.99899231
-85.3840658,-457.2815892,13.10005116
-84.40808247,-457.0172419,13.20116609
-83.42721944,-456.7699944,13.30232061
-82.44193788,-456.5399713,13.40349819
-81.45269898,-456.3272971,13.50468238
-80.45996392,-456.1320963,13.60585679
-79.46419387,-455.9544936,13.62735602
-78.46585001,-455.7946133,13.57922289
-77.46539352,-455.65258,13.5311172
-76.46328559,-455.5285183,13.48304627
-75.45998738,-455.4225527,13.43501722
-74.45596008,-455.3348077,13.38703694
-73.45166486,-455.2654078,13.33911207
-72.44756291,-455.2144776,13.29124896
-71.44411541,-455.1821417,13.24345367
-70.44178353,-455.1685244,13.19573187
-69.44102844,-455.1737505,13.1480889
-68.4296844,-455.1983727,13.09992821
-67.42090917,-455.2425752,13.051858
-66.41518167,-455.3064875,13.00388238
-65.41298082,-455.3902387,12.95600492
-64.41478552,-455.4939582,12.90822862
-63.4210747,-455.6177754,12.86055584
-62.42000137,-455.7637486,12.81239437
-61.42451338,-455.9305919,12.7643418
-60.43510784,-456.1184394,12.71639838
-59.45228185,-456.3274253,12.66856351
-58.4765325,-456.557684,12.62083576
-57.50835689,-456.8093496,12.57321273
-56.53645151,-457.0860645,12.52510506
-55.57333321,-457.384995,12.47709676
-54.61951775,-457.7062803,12.42918223
-53.67552086,-458.0500597,12.38135465
-52.74185827,-458.4164726,12.33360605
-51.81904574,-458.805658,12.28592717
-50.90759898,-459.2177554,12.23830748
-49.99713891,-459.6583535,12.19015523
-49.09938677,-460.1227128,12.14203772
-48.21487738,-460.6109778,12.09393974
-47.34551999,-461.1224599,12.04592107
-46.48563771,-461.6642829,11.99753627
-45.65474763,-462.2274399,11.94975114
-44.83492989,-462.8248374,11.90145976
-44.04453618,-463.4438687,11.85366518
-43.26689239,-464.0983554,11.80527774
-42.51903653,-464.7747239,11.77111352
-41.80049894,-465.4726192,11.76186682
-41.09644573,-466.2072126,11.77773285
-40.42198154,-466.9635097,11.81886254
-39.77660609,-467.7411319,11.88490155
-39.15981911,-468.5397011,11.97544154
-38.57112033,-469.3588387,12.07631536
-38.01000948,-470.1981664,12.17727656
-37.47598628,-471.0573059,12.27843492
-36.96855046,-471.9358787,12.37989335
-36.48720176,-472.8335066,12.48174778
-36.04067732,-473.7305334,12.58194963
-35.61821506,-474.6451116,12.68269325
-35.21934533,-475.5768859,12.78404907
-34.84359847,-476.525501,12.88608125
-34.49778482,-477.4698986,12.98665331
-34.17323038,-478.4297548,13.08797752
-33.86949483,-479.4047366,13.19009729
-33.59208421,-480.3728392,13.29080376
-33.33376356,-481.3547864,13.39233946
-33.09924612,-482.328,13.49244655
-32.88220021,-483.3138601,13.59339353
-32.68224051,-484.3120755,13.69519813
-32.50296399,-485.2992619,13.79553143
-32.33927818,-486.2976979,13.89670789
-32.19082341,-487.3071116,13.99873508
-32.06018041,-488.3033875,14.09921559
-31.94339001,-489.3096234,14.20051469
-31.84011707,-490.3255658,14.30263248
-31.75202083,-491.3264391,14.40310677
-31.67617487,-492.3360848,14.50435582
-31.61226743,-493.3542672,14.60637442
-31.56112599,-494.3556172,14.70663993
-31.52076155,-495.3646491,14.80762382
-31.49088459,-496.3811439,14.9093172
-31.47120562,-497.4048826,15.01170999
-31.46156094,-498.4097934,15.11220569
-31.46106716,-499.4211793,15.21334429
-31.46945596,-500.4388374,15.31511356
-31.486459,-501.4625648,15.41750042
-31.51105591,-502.465687,15.51784279
-31.543328,-503.4741908,15.6187448
-31.58302706,-504.4878885,15.72019227
-31.62990485,-505.5065923,15.82217046
-31.68371317,-506.5301145,15.92466402
-31.74252842,-507.531153,16.0249405
-31.80744977,-508.5364083,16.12567544
-31.87824808,-509.5457071,16.22685333
-31.95469423,-510.5588761,16.32845823
-32.03655909,-511.5757421,16.43047383
-32.12361351,-512.5961318,16.53288348
-32.21307825,-513.5921605,16.63288734
-32.30702785,-514.5912014,16.7332322
-32.40525129,-515.5930946,16.83390185
-32.50753749,-516.5976807,16.93487985
-32.61367542,-517.6047999,17.03614951
-32.72345402,-518.6142927,17.13769394
-32.83666223,-519.6259994,17.23949603
-32.953089,-520.6397605,17.3415385
-33.07252329,-521.6554162,17.44380389
-33.19475404,-522.6728069,17.54627459
-33.31957019,-523.6917731,17.64893281
-33.4467607,-524.7121551,17.75176067
-33.57249402,-525.7053988,17.8518777
-33.70007818,-526.6996832,17.95212137
-33.82931923,-527.6948616,18.05247491
-33.96002322,-528.6907873,18.15292149
-34.09199621,-529.6873136,18.25344419
-34.22504425,-530.6842938,18.35402607
-34.35897339,-531.6815812,18.45465008
-34.49358967,-532.6790291,18.55529917
-34.62869916,-533.6764909,18.65595624
-34.76410791,-534.6738198,18.75660416
-34.89962196,-535.6708692,18.85722581
-35.03504736,-536.6674923,18.95780402
-35.17019018,-537.6635426,19.05832166
-35.30485645,-538.6588732,19.15876159
-35.43885224,-539.6533375,19.25910671
-35.57198359,-540.6467888,19.35933991
-35.70405656,-541.6390804,19.41020841
-35.8385946,-542.6583589,19.36055674
-35.97159666,-543.6760957,19.31098856
-36.10285171,-544.6921311,19.26151272
-36.23214868,-545.7063055,19.21213806
-36.35927653,-546.7184594,19.16287337
-36.48402419,-547.728433,19.11372736
-36.60618063,-548.7360669,19.06470872
-36.72553479,-549.7412012,19.01582605
-36.84187561,-550.7436764,18.96708789
-36.95499205,-551.743333,18.9185027
-37.06467305,-552.7400111,18.87007886
-37.17359887,-553.7611034,18.82048676
-37.27844367,-554.7787076,18.77108275
-37.37897832,-555.7926504,18.7218756
-37.47497369,-556.8027587,18.67287396
-37.56620064,-557.808859,18.62408633
-37.65243004,-558.8107781,18.5755211
-37.73343275,-559.8083426,18.52718646
-37.81094359,-560.8281537,18.47779397
-37.8824515,-561.8430012,18.42866173
-37.94770826,-562.8526973,18.37979805
-38.00646566,-563.8570543,18.33121101
-38.05847548,-564.8558845,18.28290847
-38.10457734,-565.8750558,18.2336386
-38.14304203,-566.888005,18.18468429
-38.1736012,-567.8945289,18.13605314
-38.19598653,-568.8944247,18.08775239
-38.2101738,-569.912861,18.03856357
-38.2151909,-570.9238925,17.98973653
-38.21074832,-571.9273001,17.9412778
-38.19607433,-572.9476516,17.89199617
-38.17084584,-573.9595276,17.84311376
-38.13475107,-574.9626921,17.7946359
-38.08618297,-575.9810448,17.74539999
-38.02554976,-576.989755,17.69659773
-37.9525163,-577.9885693,17.64823253
-37.86454734,-579.0006479,17.59917123
-37.76286966,-580.0018161,17.55057243
-37.64426155,-581.0146893,17.50132281
-37.51053777,-582.0155625,17.52551092
-37.35982548,-583.0196218,17.62704167
-37.19343009,-584.0390256,17.73033114
-37.0142488,-585.057183,17.83371153
-36.8223725,-586.0740355,17.93719127
-36.62515197,-587.0545309,18.03720462
-36.41626339,-588.0337024,18.13732512
-36.1957886,-589.0114972,18.23755943
-35.96380939,-589.9878626,18.33791398
-35.72040758,-590.9627456,18.4383949
-35.46566499,-591.9360937,18.53900803
-35.19966342,-592.9078539,18.63975895
-34.92248468,-593.8779736,18.74065297
-34.6342106,-594.8463999,18.84169511
-34.33492298,-595.8130802,18.94289016
-34.02470363,-596.7779615,19.04424261
-33.70363437,-597.7409911,19.14575673
-33.37179701,-598.7021163,19.2474365
-33.02927336,-599.6612843,19.34928569
-32.67614523,-600.6184423,19.45130779
-32.31249445,-601.5735375,19.55350606
-31.93840281,-602.5265171,19.65588354
-31.55395213,-603.4773285,19.75844301
-31.15922422,-604.4259187,19.86118704
-30.7543009,-605.3722351,19.96411797
-30.33926398,-606.3162248,20.06723791
-29.91419527,-607.2578352,20.17054877
-29.47917659,-608.1970133,20.27405224
-29.03428973,-609.1337064,20.3777498
-28.59602245,-610.0345434,20.47792892
-28.14872872,-610.9329734,20.57829067
-27.69248189,-611.828949,20.67883586
-27.22735531,-612.722423,20.77956512
-26.75342235,-613.6133479,20.88047893
-26.27075637,-614.5016766,20.98157761
-25.77943071,-615.3873616,21.08286131
-25.27951873,-616.2703557,21.18433005
-24.77109379,-617.1506115,21.28598368
-24.25422925,-618.0280817,21.38782193
-23.72899846,-618.9027189,21.48984437
-23.19547478,-619.774476,21.59205043
-22.65373156,-620.6433055,21.69443942
-22.10384217,-621.5091601,21.79701049
-21.54587995,-622.3719926,21.8997627
-20.97991826,-623.2317555,22.00269496
-20.40603046,-624.0884016,22.10580605
-19.8242899,-624.9418836,22.20909465
-19.23476995,-625.792154,22.222222
-18.63754395,-626.6391657,22.222222
-18.03268526,-627.4828713,22.222222
-17.44308334,-628.2921597,22.222222
-16.84653717,-629.0982961,22.222222
-16.24311226,-629.9012385,22.222222
-15.63287411,-630.7009444,22.222222
-15.01588823,-631.4973717,22.222222
-14.39222011,-632.2904781,22.222222
-13.76193527,-633.0802213,22.222222
-13.1250992,-633.8665592,22.222222
-12.4817774,-634.6494493,22.222222
-11.83203539,-635.4288496,22.222222
-11.17593867,-636.2047177,22.222222
-10.51355274,-636.9770113,22.222222
-9.844943096,-637.7456883,22.222222
-9.170175251,-638.5107063,22.222222
-8.489314707,-639.2720232,22.222222
-7.802426966,-640.0295966,22.222222
-7.109577533,-640.7833843,22.222222
-6.410831911,-641.533344,22.222222
-5.706255603,-642.2794336,22.222222
-4.995914114,-643.0216106,22.222222
-4.279872946,-643.759833,22.222222
-3.558197604,-644.4940584,22.222222
-2.83095359,-645.2242446,22.222222
-2.098206409,-645.9503493,22.222222
-1.360021564,-646.6723302,22.222222
-0.616464559,-647.3901452,22.222222
0.132399103,-648.1037519,22.222222
0.886503918,-648.8131081,22.222222
1.645784383,-649.5181716,22.222222
2.410174994,-650.2189001,22.222222
3.179610247,-650.9152513,22.222222
3.95402464,-651.607183,22.222222
4.733352667,-652.2946529,22.222222
5.517528826,-652.9776188,22.222222
6.2760554,-653.63003,22.222222
7.03894555,-654.2782002,22.222222
7.806141044,-654.9220921,22.222222
8.577583649,-655.561668,22.222222
9.353215132,-656.1968903,22.222222
10.13297726,-656.8277216,22.222222
10.91681181,-657.4541241,22.222222
11.70466053,-658.0760604,22.222222
12.4964652,-658.693493,22.222222
13.2921676,-659.3063841,22.222222
14.09170947,-659.9146963,22.222222
14.8950326,-660.5183921,22.222222
15.70207874,-661.1174337,22.222222
16.51278967,-661.7117838,22.222222
17.32710716,-662.3014046,22.222222
18.14497297,-662.8862588,22.222222
18.96632886,-663.4663086,22.222222
19.79111662,-664.0415165,22.222222
20.61927799,-664.611845,22.222222
21.45075476,-665.1772564,22.222222
22.28548869,-665.7377133,22.222222
23.12342155,-666.2931781,22.222222
23.9644951,-666.8436132,22.222222
24.80865112,-667.388981,22.222222
25.65583136,-667.929244,22.222222
26.5059776,-668.4643645,22.222222
27.35903161,-668.9943052,22.222222
28.21493514,-669.5190283,22.222222
29.07362998,-670.0384963,22.222222
29.93505789,-670.5526717,22.222222
30.79916063,-671.0615169,22.222222
31.66587997,-671.5649943,22.222222
32.53515768,-672.0630664,22.222222
33.40693553,-672.5556955,22.222222
34.28115529,-673.0428442,22.222222
35.15775872,-673.5244749,22.222222
36.07189228,-674.0194769,22.222222
36.98847555,-674.5084277,22.222222
