Column1,Column2,Column3,Column4
-200.968,-525.266,21.996,52.888
-201.164,-526.719,21.993,52.955
-201.357,-528.174,22.003,53.022
-201.554,-529.629,22.033,53.089
-201.75,-531.087,22.073,53.156
-201.939,-532.549,22.127,53.223
-202.128,-534.015,22.17,53.29
-202.323,-535.481,22.191,53.357
-202.517,-536.947,22.164,53.424
-202.705,-538.409,22.082,53.491
-202.891,-539.862,21.945,53.558
-203.083,-541.304,21.763,53.625
-203.271,-542.732,21.553,53.692
-203.45,-544.148,21.334,53.759
-203.617,-545.55,21.124,53.826
-203.778,-546.941,20.943,53.893
-203.942,-548.322,20.799,53.96
-204.115,-549.693,20.693,54.027
-204.288,-551.059,20.619,54.094
-204.454,-552.422,20.572,54.161
-204.61,-553.785,20.554,54.228
-204.762,-555.147,20.555,54.295
-204.918,-556.51,20.578,54.362
-205.073,-557.876,20.614,54.429
-205.221,-559.245,20.666,54.496
-205.369,-560.617,20.71,54.563
-205.524,-561.991,20.737,54.63
-205.678,-563.364,20.72,54.697
-205.825,-564.735,20.654,54.764
-205.972,-566.098,20.535,54.831
-206.124,-567.451,20.375,54.898
-206.273,-568.792,20.185,54.965
-206.414,-570.121,19.986,55.032
-206.541,-571.439,19.794,55.099
-206.665,-572.745,19.628,55.166
-206.792,-574.042,19.499,55.233
-206.929,-575.331,19.408,55.3
-207.067,-576.615,19.351,55.367
-207.197,-577.898,19.32,55.434
-207.316,-579.181,19.319,55.501
-207.433,-580.465,19.336,55.568
-207.555,-581.751,19.375,55.635
-207.675,-583.04,19.421,55.702
-207.788,-584.332,19.467,55.769
-207.902,-585.626,19.484,55.836
-208.022,-586.919,19.466,55.903
-208.139,-588.209,19.399,55.97
-208.249,-589.492,19.284,56.037
-208.345,-590.767,19.132,56.104
-208.438,-592.031,18.955,56.171
-208.536,-593.282,18.771,56.238
-208.643,-594.521,18.598,56.305
-208.75,-595.749,18.452,56.372
-208.85,-596.97,18.342,56.439
-208.938,-598.187,18.273,56.506
-209.024,-599.401,18.233,56.573
-209.115,-600.614,18.226,56.64
-209.204,-601.827,18.24,56.707
-209.286,-603.043,18.28,56.774
-209.368,-604.261,18.325,56.841
-209.457,-605.482,18.369,56.908
-209.544,-606.705,18.388,56.975
-209.623,-607.928,18.364,57.042
-209.689,-609.147,18.298,57.109
-209.753,-610.361,18.188,57.176
-209.822,-611.564,18.042,57.243
-209.901,-612.757,17.876,57.31
-209.981,-613.937,17.705,57.377
-210.052,-615.108,17.547,57.444
-210.111,-616.271,17.416,57.511
-210.154,-617.427,17.324,57.578
-210.194,-618.58,17.272,57.645
-210.239,-619.73,17.248,57.712
-210.295,-620.879,17.258,57.779
-210.35,-622.031,17.292,57.846
-210.397,-623.185,17.337,57.913
-210.431,-624.343,17.371,57.98
-210.45,-625.503,17.393,58.047
-210.465,-626.662,17.382,58.114
-210.486,-627.818,17.323,58.181
-210.517,-628.968,17.226,58.248
-210.548,-630.11,17.096,58.315
-210.57,-631.242,16.946,58.382
-210.581,-632.365,16.79,58.449
-210.576,-633.477,16.644,58.516
-210.567,-634.581,16.518,58.583
-210.562,-635.678,16.429,58.65
-210.553,-636.771,16.38,58.717
-210.535,-637.863,16.363,58.784
-210.503,-638.955,16.381,58.851
-210.469,-640.049,16.413,58.918
-210.44,-641.145,16.456,58.985
-210.408,-642.244,16.489,59.052
-210.366,-643.343,16.494,59.119
-210.309,-644.44,16.463,59.186
-210.236,-645.532,16.391,59.253
-210.146,-646.616,16.289,59.32
-210.052,-647.692,16.157,59.387
-209.961,-648.758,16.013,59.454
-209.867,-649.814,15.871,59.521
-209.764,-650.862,15.745,59.588
-209.647,-651.9,15.646,59.655
-209.514,-652.932,15.579,59.722
-209.365,-653.959,15.554,59.789
-209.21,-654.985,15.554,59.856
-209.059,-656.013,15.581,59.923
-208.904,-657.042,15.617,59.99
-208.739,-658.071,15.64,60.057
-208.561,-659.1,15.65,60.124
-208.381,-660.127,15.626,60.191
-208.208,-661.151,15.57,60.258
-208.032,-662.17,15.484,60.325
-207.848,-663.18,15.371,60.392
-207.653,-664.18,15.244,60.459
-207.445,-665.169,15.115,60.526
-207.235,-666.149,14.993,60.593
-207.03,-667.123,14.895,60.66
-206.824,-668.091,14.828,60.727
-206.607,-669.054,14.794,60.794
-206.377,-670.013,14.787,60.861
-206.132,-670.969,14.796,60.928
-205.87,-671.922,14.823,60.995
-205.603,-672.875,14.841,61.062
-205.341,-673.83,14.849,61.129
-205.076,-674.783,14.836,61.196
-204.802,-675.731,14.792,61.263
-204.515,-676.671,14.72,61.33
-204.215,-677.601,14.622,61.397
-203.902,-678.519,14.51,61.464
-203.588,-679.428,14.392,61.531
-203.281,-680.331,14.282,61.598
-202.972,-681.227,14.192,61.665
-202.655,-682.115,14.126,61.732
-202.326,-682.996,14.086,61.799
-201.983,-683.869,14.07,61.866
-201.624,-684.736,14.068,61.933
-201.249,-685.597,14.076,62
-200.869,-686.456,14.089,62.067
-200.481,-687.311,14.093,62.134
-200.082,-688.161,14.074,62.201
-199.671,-689.003,14.034,62.268
-199.258,-689.839,13.973,62.335
-198.841,-690.667,13.895,62.402
-198.415,-691.485,13.804,62.469
-197.979,-692.29,13.707,62.536
-197.531,-693.081,13.613,62.603
-197.072,-693.86,13.528,62.67
-196.6,-694.625,13.458,62.737
-196.127,-695.384,13.411,62.804
-195.647,-696.137,13.386,62.871
-195.156,-696.882,13.377,62.938
-194.653,-697.618,13.377,63.005
-194.137,-698.346,13.377,63.072
-193.607,-699.063,13.37,63.139
-193.065,-699.769,13.349,63.206
-192.51,-700.462,13.311,63.273
-191.943,-701.142,13.253,63.34
-191.367,-701.807,13.179,63.407
-190.791,-702.464,13.099,63.474
-190.212,-703.113,13.018,63.541
-189.627,-703.749,12.941,63.608
-189.035,-704.371,12.872,63.675
-188.434,-704.98,12.815,63.742
-187.824,-705.575,12.771,63.809
-187.204,-706.156,12.74,63.876
-186.574,-706.724,12.718,63.943
-185.933,-707.278,12.702,64.01
-185.283,-707.819,12.686,64.077
-184.622,-708.345,12.665,64.144
-183.953,-708.858,12.636,64.211
-183.276,-709.355,12.596,64.278
-182.591,-709.837,12.546,64.345
-181.9,-710.303,12.486,64.412
-181.204,-710.752,12.42,64.479
-180.503,-711.186,12.352,64.546
-179.797,-711.603,12.285,64.613
-179.086,-712.004,12.224,64.68
-178.371,-712.389,12.171,64.747
-177.651,-712.758,12.127,64.814
-176.926,-713.111,12.093,64.881
-176.196,-713.449,12.066,64.948
-175.46,-713.772,12.041,65.015
-174.72,-714.08,12.017,65.082
-173.976,-714.373,11.99,65.149
-173.229,-714.65,11.957,65.216
-172.478,-714.912,11.918,65.283
-171.725,-715.158,11.872,65.35
-170.971,-715.389,11.82,65.417
-170.216,-715.603,11.765,65.484
-169.46,-715.802,11.708,65.551
-168.705,-715.986,11.654,65.618
-167.949,-716.154,11.603,65.685
-167.193,-716.306,11.557,65.752
-166.437,-716.443,11.517,65.819
-165.681,-716.566,11.482,65.886
-164.925,-716.673,11.451,65.953
-164.169,-716.766,11.421,66.02
-163.413,-716.844,11.396,66.087
-162.657,-716.907,11.386,66.154
-161.899,-716.956,11.405,66.221
-161.137,-716.991,11.459,66.288
-160.369,-717.011,11.544,66.355
-159.595,-717.017,11.653,66.422
-158.813,-717.007,11.781,66.489
-158.021,-716.983,11.923,66.556
-157.221,-716.944,12.076,66.623
-156.411,-716.888,12.236,66.69
-155.591,-716.817,12.392,66.757
-154.764,-716.729,12.536,66.824
-153.93,-716.624,12.659,66.891
-153.091,-716.502,12.757,66.958
-152.25,-716.364,12.829,67.025
-151.407,-716.208,12.879,67.092
-150.566,-716.036,12.913,67.159
-149.726,-715.846,12.942,67.226
-148.888,-715.64,12.976,67.293
-148.051,-715.416,13.025,67.36
-147.214,-715.175,13.094,67.427
-146.377,-714.916,13.185,67.494
-145.539,-714.637,13.289,67.561
-144.7,-714.34,13.391,67.628
-143.862,-714.023,13.467,67.695
-143.028,-713.69,13.499,67.762
-142.201,-713.34,13.475,67.829
-141.385,-712.975,13.395,67.896
-140.583,-712.598,13.269,67.963
-139.797,-712.209,13.113,68.03
-139.029,-711.81,12.948,68.097
-138.278,-711.401,12.793,68.164
-137.544,-710.98,12.666,68.231
-136.824,-710.548,12.58,68.298
-136.115,-710.103,12.542,68.365
-135.417,-709.643,12.55,68.432
-134.726,-709.167,12.593,68.499
-134.041,-708.676,12.656,68.566
-133.364,-708.168,12.722,68.633
-132.693,-707.645,12.773,68.7
-132.032,-707.107,12.795,68.767
-131.381,-706.557,12.779,68.834
-130.744,-705.996,12.723,68.901
-130.122,-705.426,12.632,68.968
-129.517,-704.85,12.517,69.035
-128.928,-704.267,12.393,69.102
-128.356,-703.678,12.271,69.169
-127.802,-703.084,12.164,69.236
-127.253,-702.492,12.089,69.303
-126.712,-701.898,12.05,69.37
-126.181,-701.295,12.044,69.437
-125.66,-700.683,12.063,69.504
-125.148,-700.061,12.096,69.571
-124.647,-699.427,12.129,69.638
-124.158,-698.782,12.151,69.705
-123.68,-698.128,12.152,69.772
-123.216,-697.465,12.127,69.839
-122.767,-696.797,12.075,69.906
-122.333,-696.123,12.001,69.973
-121.915,-695.447,11.912,70.04
-121.514,-694.767,11.818,70.107
-121.128,-694.085,11.728,70.174
-120.759,-693.4,11.654,70.241
-120.405,-692.712,11.614,70.308
-120.064,-692.017,11.62,70.375
-119.736,-691.313,11.667,70.442
-119.42,-690.598,11.746,70.509
-119.115,-689.872,11.85,70.576
-118.821,-689.133,11.972,70.643
-118.537,-688.38,12.109,70.71
-118.265,-687.613,12.259,70.777
-118.004,-686.831,12.418,70.844
-117.754,-686.034,12.584,70.911
-117.517,-685.222,12.757,70.978
-117.292,-684.394,12.932,71.045
-117.078,-683.552,13.09,71.112
-116.877,-682.695,13.246,71.179
-116.676,-681.83,13.368,71.246
-116.468,-680.96,13.473,71.313
-116.261,-680.083,13.55,71.38
-116.064,-679.2,13.598,71.447
-115.879,-678.312,13.626,71.514
-115.708,-677.42,13.644,71.581
-115.554,-676.524,13.666,71.648
-115.416,-675.622,13.703,71.715
-115.295,-674.715,13.757,71.782
-115.19,-673.8,13.835,71.849
-115.089,-672.879,13.937,71.916
-114.997,-671.95,14.055,71.983
-114.915,-671.011,14.176,72.05
-114.847,-670.062,14.317,72.117
-114.779,-669.103,14.456,72.184
-114.705,-668.136,14.612,72.251
-114.634,-667.157,14.772,72.318
-114.571,-666.168,14.922,72.385
-114.523,-665.169,15.053,72.452
-114.49,-664.161,15.163,72.519
-114.475,-663.147,15.245,72.586
-114.476,-662.128,15.32,72.653
-114.482,-661.105,15.372,72.72
-114.485,-660.078,15.424,72.787
-114.491,-659.049,15.48,72.854
-114.508,-658.015,15.545,72.921
-114.538,-656.976,15.617,72.988
-114.584,-655.931,15.714,73.055
-114.635,-654.881,15.816,73.122
-114.68,-653.822,15.936,73.189
-114.73,-652.755,16.067,73.256
-114.79,-651.68,16.202,73.323
-114.864,-650.597,16.335,73.39
-114.954,-649.504,16.486,73.457
-115.049,-648.403,16.628,73.524
-115.141,-647.292,16.777,73.591
-115.237,-646.172,16.92,73.658
-115.344,-645.044,17.049,73.725
-115.466,-643.909,17.156,73.792
-115.604,-642.769,17.26,73.859
-115.747,-641.624,17.343,73.926
-115.887,-640.474,17.425,73.993
-116.03,-639.318,17.5,74.06
-116.183,-638.158,17.58,74.127
-116.338,-636.993,17.673,74.194
-116.5,-635.822,17.77,74.261
-116.674,-634.645,17.885,74.328
-116.85,-633.461,17.999,74.395
-117.021,-632.268,18.127,74.462
-117.197,-631.066,18.261,74.529
-117.382,-629.857,18.39,74.596
-117.581,-628.641,18.533,74.663
-117.785,-627.416,18.67,74.73
-117.985,-626.182,18.812,74.797
-118.189,-624.94,18.919,74.864
-118.4,-623.694,18.978,74.931
-118.612,-622.448,18.952,74.998
-118.816,-621.207,18.843,75.065
-119.019,-619.977,18.659,75.132
-119.228,-618.762,18.426,75.199
-119.445,-617.566,18.165,75.266
-119.663,-616.388,17.905,75.333
-119.874,-615.224,17.671,75.4
-120.085,-614.074,17.485,75.467
-120.302,-612.934,17.348,75.534
-120.518,-611.802,17.253,75.601
-120.726,-610.672,17.199,75.668
-120.935,-609.545,17.177,75.735
-121.152,-608.419,17.187,75.802
-121.367,-607.292,17.217,75.869
-121.577,-606.16,17.272,75.936
-121.788,-605.024,17.338,76.003
-122.007,-603.884,17.426,76.07
-122.226,-602.739,17.518,76.137
-122.439,-601.586,17.619,76.204
-122.654,-600.427,17.691,76.271
-122.876,-599.267,17.723,76.338
-123.096,-598.108,17.692,76.405
-123.307,-596.952,17.592,76.472
-123.505,-595.804,17.436,76.539
-123.698,-594.667,17.24,76.606
-123.895,-593.545,17.027,76.673
-124.1,-592.439,16.816,76.74
-124.303,-591.345,16.631,76.807
-124.498,-590.26,16.489,76.874
-124.682,-589.181,16.394,76.941
-124.863,-588.105,16.338,77.008
-125.049,-587.031,16.322,77.075
-125.232,-585.957,16.337,77.142
-125.407,-584.88,16.37,77.209
-125.57,-583.797,16.432,77.276
-125.731,-582.71,16.502,77.343
-125.898,-581.618,16.579,77.41
-126.062,-580.522,16.635,77.477
-126.218,-579.423,16.646,77.544
-126.361,-578.324,16.611,77.611
-126.501,-577.23,16.518,77.678
-126.645,-576.145,16.381,77.745
-126.785,-575.07,16.215,77.812
-126.914,-574.005,16.036,77.879
-127.029,-572.951,15.864,77.946
-127.127,-571.904,15.716,78.013
-127.22,-570.866,15.605,78.08
-127.317,-569.833,15.54,78.147
-127.41,-568.801,15.518,78.214
-127.492,-567.769,15.528,78.281
-127.559,-566.734,15.564,78.348
-127.611,-565.694,15.613,78.415
-127.646,-564.65,15.675,78.482
-127.676,-563.603,15.715,78.549
-127.71,-562.555,15.729,78.616
-127.74,-561.508,15.701,78.683
-127.761,-560.465,15.626,78.75
-127.769,-559.429,15.513,78.817
-127.775,-558.401,15.371,78.884
-127.787,-557.384,15.217,78.951
-127.795,-556.377,15.068,79.018
-127.794,-555.378,14.939,79.085
-127.78,-554.387,14.839,79.152
-127.751,-553.4,14.782,79.219
-127.719,-552.416,14.761,79.286
-127.692,-551.431,14.778,79.353
-127.661,-550.443,14.82,79.42
-127.621,-549.454,14.86,79.487
-127.568,-548.462,14.9,79.554
-127.514,-547.469,14.912,79.621
-127.465,-546.477,14.895,79.688
-127.414,-545.487,14.843,79.755
-127.354,-544.504,14.752,79.822
-127.283,-543.528,14.637,79.889
-127.211,-542.561,14.506,79.956
-127.145,-541.603,14.374,80.023
-127.077,-540.652,14.257,80.09
-127.001,-539.709,14.163,80.157
-126.913,-538.772,14.101,80.224
-126.824,-537.837,14.07,80.291
-126.742,-536.902,14.073,80.358
-126.656,-535.966,14.098,80.425
-126.561,-535.029,14.123,80.492
-126.454,-534.092,14.151,80.559
-126.346,-533.154,14.157,80.626
-126.243,-532.216,14.143,80.693
-126.14,-531.281,14.096,80.76
-126.027,-530.351,14.022,80.827
-125.916,-529.428,13.928,80.894
-125.8,-528.511,13.82,80.961
-125.675,-527.604,13.711,81.028
-125.552,-526.703,13.609,81.095
-125.435,-525.807,13.526,81.162
-125.317,-524.915,13.469,81.229
-125.19,-524.028,13.433,81.296
-125.053,-523.143,13.424,81.363
-124.914,-522.258,13.427,81.43
-124.782,-521.371,13.442,81.497
-124.647,-520.484,13.457,81.564
-124.503,-519.599,13.452,81.631
-124.348,-518.716,13.434,81.698
-124.193,-517.836,13.39,81.765
-124.044,-516.958,13.328,81.832
-123.894,-516.086,13.251,81.899
-123.736,-515.221,13.162,81.966
-123.567,-514.364,13.072,82.033
-123.4,-513.513,12.986,82.1
-123.239,-512.666,12.915,82.167
-123.076,-511.822,12.864,82.234
-122.905,-510.983,12.827,82.301
-122.724,-510.148,12.811,82.368
-122.543,-509.313,12.801,82.435
-122.368,-508.478,12.803,82.502
-122.19,-507.642,12.804,82.569
-122.003,-506.81,12.797,82.636
-121.805,-505.981,12.769,82.703
-121.595,-505.158,12.729,82.77
-121.384,-504.338,12.67,82.837
-121.181,-503.522,12.603,82.904
-120.975,-502.71,12.531,82.971
-120.763,-501.906,12.456,83.038
-120.54,-501.109,12.385,83.105
-120.319,-500.317,12.325,83.172
-120.092,-499.529,12.277,83.239
-119.868,-498.743,12.246,83.306
-119.64,-497.96,12.229,83.373
-119.402,-497.18,12.22,83.44
-119.152,-496.405,12.204,83.507
-118.891,-495.634,12.192,83.574
-118.63,-494.866,12.167,83.641
-118.375,-494.097,12.138,83.708
-118.118,-493.331,12.101,83.775
-117.854,-492.571,12.054,83.842
-117.58,-491.819,11.993,83.909
-117.295,-491.075,11.929,83.976
-117.011,-490.335,11.869,84.043
-116.722,-489.601,11.816,84.11
-116.425,-488.874,11.764,84.177
-116.117,-488.154,11.721,84.244
-115.81,-487.437,11.691,84.311
-115.497,-486.724,11.67,84.378
-115.175,-486.017,11.653,84.445
-114.842,-485.315,11.636,84.512
-114.498,-484.621,11.615,84.579
-114.141,-483.935,11.587,84.646
-113.774,-483.258,11.553,84.713
-113.395,-482.59,11.511,84.78
-113.006,-481.931,11.456,84.847
-112.607,-481.282,11.4,84.914
-112.209,-480.638,11.347,84.981
-111.806,-480,11.301,85.048
-111.397,-479.37,11.259,85.115
-110.978,-478.749,11.223,85.182
-110.55,-478.137,11.191,85.249
-110.112,-477.535,11.163,85.316
-109.664,-476.942,11.136,85.383
-109.207,-476.359,11.109,85.45
-108.74,-475.786,11.08,85.517
-108.263,-475.224,11.048,85.584
-107.778,-474.672,11.011,85.651
-107.285,-474.131,10.964,85.718
-106.785,-473.601,10.915,85.785
-106.287,-473.074,10.87,85.852
-105.785,-472.553,10.829,85.919
-105.279,-472.041,10.791,85.986
-104.766,-471.539,10.753,86.053
-104.246,-471.048,10.717,86.12
-103.72,-470.568,10.681,86.187
-103.186,-470.098,10.653,86.254
-102.646,-469.638,10.651,86.321
-102.095,-469.187,10.685,86.388
-101.534,-468.743,10.758,86.455
-100.96,-468.305,10.86,86.522
-100.372,-467.873,10.985,86.589
-99.77,-467.445,11.126,86.656
-99.151,-467.023,11.279,86.723
-98.517,-466.607,11.43,86.79
-97.867,-466.196,11.571,86.857
-97.203,-465.794,11.692,86.924
-96.527,-465.399,11.776,86.991
-95.84,-465.014,11.842,87.058
-95.149,-464.629,11.896,87.125
-94.452,-464.249,11.939,87.192
-93.747,-463.877,11.976,87.259
-93.034,-463.515,12.015,87.326
-92.312,-463.165,12.064,87.393
-91.58,-462.826,12.13,87.46
-90.836,-462.499,12.214,87.527
-90.081,-462.183,12.315,87.594
-89.314,-461.879,12.419,87.661
-88.534,-461.586,12.539,87.728
-87.745,-461.293,12.672,87.795
-86.945,-461.004,12.806,87.862
-86.133,-460.724,12.933,87.929
-85.308,-460.455,13.048,87.996
-84.473,-460.198,13.146,88.063
-83.627,-459.956,13.229,88.13
-82.773,-459.729,13.298,88.197
-81.91,-459.517,13.358,88.264
-81.039,-459.322,13.414,88.331
-80.161,-459.143,13.472,88.398
-79.275,-458.981,13.54,88.465
-78.381,-458.836,13.616,88.532
-77.479,-458.709,13.693,88.599
-76.571,-458.599,13.751,88.666
-75.658,-458.506,13.776,88.733
-74.744,-458.431,13.75,88.8
-73.832,-458.373,13.68,88.867
-72.928,-458.32,13.565,88.934
-72.033,-458.262,13.424,89.001
-71.147,-458.208,13.274,89.068
-70.27,-458.164,13.131,89.135
-69.402,-458.134,13.008,89.202
-68.539,-458.119,12.917,89.269
-67.68,-458.121,12.867,89.336
-66.822,-458.139,12.856,89.403
-65.965,-458.174,12.878,89.47
-65.105,-458.227,12.918,89.537
-64.245,-458.297,12.964,89.604
-63.383,-458.385,12.998,89.671
-62.522,-458.49,13.01,89.738
-61.664,-458.612,12.989,89.805
-60.812,-458.75,12.934,89.872
-59.969,-458.905,12.849,89.939
-59.135,-459.075,12.742,90.006
-58.312,-459.261,12.625,90.073
-57.5,-459.461,12.511,90.14
-56.699,-459.676,12.41,90.207
-55.909,-459.906,12.333,90.274
-55.126,-460.151,12.283,90.341
-54.351,-460.411,12.261,90.408
-53.581,-460.687,12.263,90.475
-52.817,-460.979,12.278,90.542
-52.057,-461.287,12.297,90.609
-51.303,-461.61,12.31,90.676
-50.556,-461.949,12.307,90.743
-49.816,-462.302,12.283,90.81
-49.087,-462.668,12.236,90.877
-48.368,-463.046,12.168,90.944
-47.662,-463.437,12.085,91.011
-46.969,-463.839,11.996,91.078
-46.289,-464.251,11.909,91.145
-45.622,-464.675,11.832,91.212
-44.967,-465.109,11.77,91.279
-44.324,-465.555,11.725,91.346
-43.692,-466.012,11.699,91.413
-43.07,-466.482,11.687,91.48
-42.457,-466.963,11.689,91.547
-41.854,-467.458,11.702,91.614
-41.26,-467.965,11.725,91.681
-40.675,-468.485,11.76,91.748
-40.098,-469.019,11.807,91.815
-39.529,-469.566,11.868,91.882
-38.967,-470.129,11.944,91.949
-38.414,-470.706,12.035,92.016
-37.867,-471.3,12.139,92.083
-37.327,-471.909,12.252,92.15
-36.795,-472.535,12.368,92.217
-36.27,-473.178,12.483,92.284
-35.754,-473.836,12.59,92.351
-35.247,-474.51,12.688,92.418
-34.751,-475.199,12.774,92.485
-34.265,-475.902,12.848,92.552
-33.792,-476.619,12.912,92.619
-33.331,-477.348,12.968,92.686
-32.883,-478.089,13.023,92.753
-32.448,-478.843,13.08,92.82
-32.027,-479.609,13.144,92.887
-31.62,-480.388,13.218,92.954
-31.226,-481.18,13.302,93.021
-30.846,-481.985,13.396,93.088
-30.48,-482.804,13.498,93.155
-30.128,-483.637,13.605,93.222
-29.791,-484.484,13.715,93.289
-29.468,-485.344,13.822,93.356
-29.161,-486.217,13.925,93.423
-28.87,-487.103,14.021,93.49
-28.595,-488,14.108,93.557
-28.337,-488.907,14.187,93.624
-28.096,-489.825,14.26,93.691
-27.873,-490.752,14.33,93.758
-27.669,-491.687,14.401,93.825
-27.483,-492.632,14.475,93.892
-27.315,-493.585,14.554,93.959
-27.166,-494.547,14.641,94.026
-27.036,-495.519,14.736,94.093
-26.926,-496.499,14.839,94.16
-26.835,-497.489,14.948,94.227
-26.764,-498.487,15.061,94.294
-26.713,-499.495,15.175,94.361
-26.682,-500.511,15.288,94.428
-26.673,-501.534,15.398,94.495
-26.684,-502.565,15.503,94.562
-26.717,-503.602,15.603,94.629
-26.771,-504.645,15.698,94.696
-26.846,-505.692,15.789,94.763
-26.944,-506.743,15.877,94.83
-27.064,-507.799,15.966,94.897
-27.205,-508.857,16.056,94.964
-27.37,-509.918,16.15,95.031
-27.557,-510.983,16.25,95.098
-27.767,-512.05,16.355,95.165
-28.001,-513.12,16.467,95.232
-28.258,-514.192,16.584,95.299
-28.539,-515.267,16.704,95.366
-28.844,-516.343,16.827,95.433
-29.173,-517.422,16.953,95.5
-29.524,-518.502,17.089,95.567
-29.886,-519.59,17.223,95.634
-30.245,-520.686,17.344,95.701
-30.596,-521.793,17.449,95.768
-30.934,-522.911,17.54,95.835
-31.255,-524.039,17.623,95.902
-31.559,-525.178,17.706,95.969
-31.845,-526.328,17.807,96.036
-32.124,-527.486,17.904,96.103
-32.406,-528.65,18.015,96.17
-32.685,-529.823,18.134,96.237
-32.955,-531.007,18.258,96.304
-33.213,-532.202,18.381,96.371
-33.456,-533.409,18.522,96.438
-33.696,-534.626,18.655,96.505
-33.939,-535.852,18.8,96.572
-34.182,-537.088,18.947,96.639
-34.415,-538.336,19.093,96.706
-34.636,-539.595,19.232,96.773
-34.843,-540.867,19.381,96.84
-35.045,-542.149,19.513,96.907
-35.25,-543.439,19.64,96.974
-35.453,-544.736,19.733,97.041
-35.645,-546.039,19.762,97.108
-35.824,-547.341,19.71,97.175
-35.985,-548.639,19.58,97.242
-36.138,-549.925,19.383,97.309
-36.291,-551.196,19.14,97.376
-36.439,-552.45,18.879,97.443
-36.574,-553.689,18.626,97.51
-36.695,-554.915,18.407,97.577
-36.796,-556.13,18.237,97.644
-36.891,-557.337,18.108,97.711
-36.986,-558.537,18.02,97.778
-37.076,-559.733,17.969,97.845
-37.155,-560.928,17.949,97.912
-37.218,-562.124,17.953,97.979
-37.263,-563.323,17.979,98.046
-37.288,-564.524,18.023,98.113
-37.304,-565.728,18.087,98.18
-37.308,-566.938,18.164,98.247
-37.296,-568.153,18.252,98.314
-37.267,-569.374,18.341,98.381
-37.219,-570.601,18.423,98.448
-37.163,-571.829,18.454,98.515
-37.11,-573.057,18.43,98.582
-37.052,-574.279,18.339,98.649
-36.985,-575.493,18.188,98.716
-36.903,-576.693,17.994,98.783
-36.806,-577.878,17.778,98.85
-36.689,-579.047,17.56,98.917
-36.553,-580.201,17.363,98.984
-36.396,-581.341,17.205,99.051
-36.217,-582.47,17.094,99.118
-36.014,-583.589,17.022,99.185
-35.8,-584.702,16.986,99.252
-35.573,-585.811,16.982,99.319
-35.33,-586.919,17.004,99.386
-35.068,-588.024,17.046,99.453
-34.786,-589.13,17.116,99.52
-34.497,-590.238,17.191,99.587
-34.209,-591.352,17.287,99.654
-33.916,-592.471,17.395,99.721
-33.61,-593.595,17.509,99.788
-33.287,-594.722,17.628,99.855
-32.944,-595.852,17.751,99.922
-32.58,-596.984,17.876,99.989
-32.192,-598.117,18.005,100.056
-31.781,-599.252,18.14,100.123
-31.346,-600.388,18.294,100.19
-30.899,-601.529,18.436,100.257
-30.449,-602.68,18.589,100.324
-29.991,-603.838,18.746,100.391
-29.518,-605.002,18.901,100.458
-29.027,-606.169,19.053,100.525
-28.515,-607.338,19.203,100.592
-27.979,-608.508,19.35,100.659
-27.419,-609.677,19.496,100.726
-26.834,-610.846,19.649,100.793
-26.223,-612.013,19.817,100.86
-25.598,-613.185,19.971,100.927
-24.967,-614.364,20.133,100.994
-24.326,-615.551,20.295,101.061
-23.669,-616.741,20.454,101.128
-22.994,-617.933,20.608,101.195
-22.296,-619.124,20.758,101.262
-21.576,-620.313,20.904,101.329
-20.83,-621.499,21.056,101.396
-20.059,-622.679,21.203,101.463
-19.271,-623.861,21.354,101.53
-18.466,-625.043,21.512,101.597
-17.642,-626.225,21.664,101.664
-16.806,-627.41,21.819,101.731
-15.955,-628.597,21.972,101.798
-15.086,-629.784,22.122,101.865
-14.196,-630.968,22.267,101.932
-13.284,-632.148,22.415,101.999
-12.349,-633.321,22.559,102.066
-11.397,-634.493,22.705,102.133
-10.427,-635.663,22.85,102.2
-9.438,-636.83,22.991,102.267
-8.428,-637.991,23.138,102.334
-7.395,-639.147,23.295,102.401
-6.348,-640.301,23.44,102.468
-5.292,-641.462,23.589,102.535
-4.226,-642.625,23.73,102.602
-3.145,-643.787,23.841,102.669
-2.05,-644.942,23.895,102.736
-0.94,-646.083,23.87,102.803
0.181,-647.205,23.762,102.87
1.311,-648.303,23.584,102.937
2.449,-649.375,23.362,103.004
3.592,-650.416,23.124,103.071
4.736,-651.433,22.885,103.138
5.873,-652.433,22.668,103.205
7.009,-653.417,22.487,103.272
8.147,-654.383,22.34,103.339
9.292,-655.33,22.227,103.406
10.445,-656.256,22.149,103.473
11.602,-657.171,22.092,103.54
12.759,-658.081,22.06,103.607
13.918,-658.986,22.05,103.674
15.085,-659.882,22.055,103.741
16.263,-660.764,22.073,103.808
17.454,-661.632,22.108,103.875
18.661,-662.485,22.164,103.942
19.876,-663.33,22.223,104.009
21.096,-664.177,22.294,104.076
22.324,-665.021,22.372,104.143
23.562,-665.859,22.455,104.21
24.815,-666.686,22.539,104.277
26.083,-667.499,22.625,104.344
27.369,-668.298,22.722,104.411
28.672,-669.081,22.836,104.478
29.988,-669.855,22.942,104.545
31.312,-670.631,23.05,104.612
32.645,-671.404,23.141,104.679
33.987,-672.168,23.193,104.746
35.339,-672.918,23.189,104.813
36.697,-673.65,23.126,104.88
38.06,-674.36,23.014,104.947
39.425,-675.046,22.871,105.014
